0,1
25,68
68,67
67,2
67,54
54,13
25,72
72,52
52,61
61,49
49,60
60,19
19,39
39,40
40,31
31,73
73,23
23,33
33,28
28,63
63,38
38,36
36,14
14,10
10,69
10,4
4,59
59,20
20,65
65,64
64,70
64,12
12,21
21,32
32,58
58,57
58,16
16,9
9,50
50,41
41,71
71,8
8,27
27,42
27,3
9,29
29,11
11,51
51,46
29,45
21,5
5,7
5,26
12,48
48,66
48,22
22,24
24,44
24,34
34,6
34,35
38,43
19,53
53,18
18,74
19,47
72,1
72,37
25,59
59,3
3,72
72,73
73,23
23,33
33,65
65,20
65,64
64,29
29,45
29,9
9,16
16,58
58,57
58,32
32,21
21,49
49,61
61,52
52,35
35,34
34,24
24,22
22,48
48,12
48,66
66,10
10,14
14,36
36,8
8,27
27,42
42,39
39,7
7,5
5,26
39,6
39,40
40,31
31,19
19,38
38,63
63,28
38,43
19,47
19,53
53,18
18,74
19,60
8,71
71,41
41,50
10,4
10,69
24,44
29,11
11,51
51,46
64,70
72,37
72,1
25,13
13,54
54,67
67,68
67,2
