0,1
14,1
5,1
3,1
24,2
15,2
13,2
6,2
2,2
34,3
23,3
25,3
16,3
12,3
7,3
1,3
44,4
35,4
33,4
22,4
26,4
17,4
11,4
8,4
0,4
54,5
45,5
43,5
36,5
32,5
21,5
27,5
18,5
10,5
9,5
64,6
55,6
53,6
46,6
42,6
37,6
31,6
20,6
28,6
19,6
74,7
63,7
65,7
56,7
52,7
47,7
41,7
38,7
30,7
29,7
84,8
75,8
73,8
62,8
66,8
57,8
51,8
48,8
40,8
39,8
94,9
85,9
83,9
76,9
72,9
61,9
67,9
58,9
50,9
49,9
95,10
93,10
86,10
82,10
77,10
71,10
60,10
68,10
59,10
96,11
92,11
87,11
81,11
78,11
70,11
69,11
97,12
91,12
88,12
80,12
79,12
98,13
90,13
89,13
99,14
