0,1
0,1
0,2
0,3
0,4
0,7
0,9
0,10
0,11
0,18
1,10
1,11
1,12
1,13
1,17
1,18
1,19
1,22
2,15
2,16
2,17
2,18
2,20
2,24
2,25
3,2
3,4
3,5
3,9
3,18
3,8
4,6
4,9
4,10
4,11
4,19
4,20
4,5
5,6
5,11
5,21
5,23
6,20
6,21
6,22
6,24
6,25
6,4
6,7
7,6
7,8
7,9
7,11
7,12
7,13
7,23
8,17
8,18
8,20
8,21
8,23
8,24
8,1
9,2
9,3
9,6
9,12
9,13
10,12
10,15
10,17
11,16
11,17
11,21
11,9
12,10
12,13
12,22
12,1
12,7
13,6
13,9
13,14
14,11
14,12
14,13
14,15
14,21
14,5
15,10
15,11
15,13
15,14
15,18
15,26
16,1
16,3
16,4
16,9
16,11
16,14
16,2
17,5
17,13
17,18
17,23
18,20
18,2
19,2
19,3
19,4
19,5
19,6
19,9
19,12
20,6
20,8
20,10
20,12
21,11
21,13
21,19
22,19
22,20
22,24
22,4
22,11
22,14
23,13
23,16
23,18
23,21
23,25
24,22
24,26
24,1
24,7
24,12
25,10
25,11
25,12
25,13
25,19
25,20
26,15
26,16
26,18
26,19
26,21
26,1
26,3
